602PT.bam	667PT.bam	M17PT.bam	M20PT.bam	M37PT.bam	M43PT.bam	M49PT.bam	M50PT.bam	M57PT.bam	M60PT.bam	M61PT.bam	M62PT.bam	M69PT.bam	M77PT.bam	M8PT.bam	M97PT.bam	M99PT.bam
ENSG00000010219	561	982	1169	1275	960	1025	1052	694	975	897	733	1200	983	1569	578	1120	1255
ENSG00000010244	7725	13836	12372	10719	13247	11725	11889	10342	12639	10867	14037	8418	17428	8156	6936	8949	16746
ENSG00000010256	4617	10782	6284	7131	5061	6446	5319	5862	3221	5803	2232	3809	3423	3336	4746	5010	4953
ENSG00000010270	1586	2832	2197	2216	2038	2222	1715	1730	2099	4515	1392	1741	1788	2654	1511	1352	3347
ENSG00000010278	7713	4697	23909	6372	18495	23382	17151	9714	11263	5599	5268	8234	8002	9337	8446	10369	2686
ENSG00000010282	0	0	1	0	3	0	0	3	3	4	20	3	4	3	1067	3	12
ENSG00000010292	2599	9509	3690	12110	4472	8628	5341	3130	4830	6803	4504	2331	7466	9246	2090	2899	4597
ENSG00000010295	3110	4210	2676	3267	3134	2805	2520	2139	2671	2342	2064	5718	2330	3730	3526	10724	3685
ENSG00000010310	509	677	71	82	743	128	150	500	62	95	67	209	260	111	47	907	308
ENSG00000010318	275	375	277	359	241	299	170	266	316	369	185	311	266	268	257	828	441
ENSG00000010319	234	477	112	306	98	173	136	174	152	299	220	2507	143	283	1554	494	500
ENSG00000010322	6947	6236	12833	5586	11363	6674	8576	16127	8576	7582	9468	10990	8410	7787	9265	14063	7653
ENSG00000010327	38202	40272	5504	54329	29907	36671	7575	7132	16378	10731	12125	29426	3286	19857	21185	57269	32363
ENSG00000010361	557	381	545	624	942	741	818	845	633	706	638	474	1810	490	381	607	843
ENSG00000010379	5	14	46	59	2	10	105	26	83	22	75	24	34	20	95	22	21
ENSG00000010404	5200	7032	7206	5820	4102	5610	3019	3470	5521	2999	6836	5597	3574	8462	5468	8521	7475
ENSG00000010438	2	4	4	52	1	2	2	5	2	0	9	6	65	14	3	22	2
ENSG00000010539	595	1340	756	767	593	601	783	369	449	702	747	557	565	1180	388	1685	1262
ENSG00000010610	5389	19051	3210	10995	5993	10178	3331	1810	4056	3644	4368	5325	926	7320	4368	7366	14397
ENSG00000010626	225	182	481	594	658	638	439	372	472	771	468	256	229	340	310	606	530
ENSG00000010671	821	3035	753	2419	1070	2201	600	325	612	586	924	1121	288	953	641	1941	2252
ENSG00000010704	1602	861	907	3181	1556	1625	595	789	835	1338	749	1366	962	1117	1148	865	1246
ENSG00000010803	3381	1533	3521	2081	2925	2409	1826	1664	1474	2402	1634	2358	3544	4404	2277	3549	2719
ENSG00000010810	8815	13554	3510	4393	6019	18882	2631	6920	12844	1008	1434	3496	2584	4536	4144	8512	8128
ENSG00000010818	1170	4078	1844	3457	2507	3803	2654	2339	2030	2380	3260	2575	397	5806	5293	2957	4188
ENSG00000010932	10280	36	318	38	3861	404	3139	7346	269	35438	1037	1856	438	1018	4585	89	83
ENSG00000011007	3702	4548	2570	4469	3652	4713	2829	1797	1935	4412	1810	2261	3580	6183	2330	2451	4318
ENSG00000011009	3297	2241	1994	2279	2490	2544	1798	1368	948	2779	1326	1557	1485	3278	1182	2784	2372
ENSG00000011021	1932	2115	1780	2603	1590	2571	1157	1224	1155	1930	1783	1574	1556	2709	1507	2463	2717
ENSG00000011028	6237	8342	33849	5923	9625	20573	13612	8646	30642	6629	20682	29608	12823	32487	41721	2732	4577
ENSG00000011052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011083	0	24	5	15	4	12	3	1	25	7	10	15	42	16	45	21	6
ENSG00000011105	817	7013	5836	6185	1844	4590	2799	1973	3214	3617	3289	5189	1940	7536	4285	965	1461
ENSG00000011114	1744	1822	3681	2614	1398	1521	2783	2120	2006	1901	1901	2213	2840	3301	2099	1580	2305
ENSG00000011132	1885	1719	730	738	688	625	969	996	612	881	616	1096	615	1145	750	1282	1555
ENSG00000011143	1294	650	538	1361	1006	590	808	905	570	761	697	621	1443	681	540	1473	914
ENSG00000011198	576	1816	1072	1404	1821	863	1008	762	499	557	564	548	613	412	744	444	647
ENSG00000011201	833	953	10813	1046	1987	5200	3413	4833	2159	531	3064	2846	1738	6260	1698	1239	3199
ENSG00000011243	2642	3356	2994	1763	5044	2346	3437	2809	5651	2063	2423	2363	6100	3631	2158	4829	4271
ENSG00000011258	3997	1394	2429	1658	3264	1682	2523	2031	2437	3300	3243	1530	2851	1471	1347	2065	3105
ENSG00000011260	3887	3331	2195	3824	3838	2764	1984	1665	2376	3921	2023	1203	2735	1461	1475	1564	3703
ENSG00000011275	2867	4739	4168	3393	4012	4151	4195	3862	4124	6500	3530	3523	5458	5837	3793	5865	4995
ENSG00000011295	2115	2471	2055	2645	1895	2142	2694	2282	1827	1757	2676	2023	2453	7835	2249	2369	2207
ENSG00000011304	17368	26667	9691	14098	14515	15622	15729	13421	12486	14656	10284	9954	14515	18949	8542	18554	15728
ENSG00000011332	12	208	53	77	19	94	106	10	345	6	80	29	753	171	15	44	22
ENSG00000011347	1149	131	452	2324	1799	624	676	433	161	731	439	373	1288	379	796	68	111
ENSG00000011376	804	3125	1129	2138	1550	1360	1923	1845	726	1132	812	1025	1212	693	997	1090	1245
ENSG00000011405	4674	6709	5703	5742	6135	4049	5162	4522	3658	5074	5010	3687	6621	2798	3607	4775	6247
ENSG00000011422	899	26059	6035	4023	5360	9388	5356	2224	11927	2465	2075	2597	2994	5605	3310	6050	1945
ENSG00000011426	1064	7660	3913	5815	2732	12084	9021	1535	2552	4938	2013	780	7951	7555	997	1359	3305
ENSG00000011451	5919	3621	3686	2458	8021	5405	3514	3286	7797	3621	2522	2979	6507	5835	3247	3486	3986
ENSG00000011454	3422	4592	5152	3147	2640	6252	3357	2758	3174	2250	5031	8479	4961	3536	3887	3339	12777
ENSG00000011465	70224	6364	128633	3617	109179	8661	115759	81477	35982	21398	85417	162779	19385	68770	181094	2665	9960
ENSG00000011478	567	1560	490	422	584	1061	542	420	643	527	279	784	1064	325	298	1307	674
ENSG00000011485	1340	4111	2852	2152	1697	3079	3105	2095	3039	2625	2344	1931	8285	4034	2114	1966	3043
ENSG00000011523	1352	2083	2429	1406	955	1186	1324	1407	1920	1491	2062	1991	1824	3035	2798	882	2863
ENSG00000011566	1455	3741	2862	1651	1931	1475	2522	1794	2344	2527	2201	2443	2872	3871	2307	1100	3178
ENSG00000011590	22	454	23	47	52	114	65	109	37	55	33	62	166	42	26	177	269
ENSG00000011600	3702	13755	3026	6768	4299	7125	2167	1417	2984	2526	2206	4586	1232	5046	2853	9642	10464
ENSG00000011638	1544	805	1397	1547	1476	1791	1226	906	895	1397	808	1738	511	879	1153	1531	1836
ENSG00000011677	5	21	81	194	60	25	0	0	10	2	116	1	3	1543	65	5	7
ENSG00000012048	275	2432	1051	4757	1153	2670	1237	434	1214	3647	784	345	3129	1087	391	490	1897
ENSG00000012061	3024	1989	2886	1022	2348	2705	2217	2814	1729	1932	1838	3242	3596	2655	2438	2665	3100
ENSG00000012124	54	176	3976	304	48	105	4513	171	953	98	10803	74	5231	271	247	187	153
ENSG00000012171	10330	657	6174	197	15783	8296	10803	11625	2671	4813	3845	2067	4002	1313	2390	14377	624
ENSG00000012174	2028	2682	2582	1963	2209	2656	1703	1651	2595	2479	2203	1356	2101	1360	1516	718	2411
ENSG00000012211	720	1088	565	683	499	537	344	294	437	519	201	416	332	816	474	880	610
ENSG00000012223	231	25	18	48	463	5596	101	13973	55	3011	149	188	6	6	101	148	48
ENSG00000012232	11140	5388	6001	1658	11173	4244	7126	7317	2249	7240	3066	2465	2790	1914	2313	3543	1263
ENSG00000012504	0	0	1	0	0	0	3	0	48	2	16	2	69	215	1	89	2
ENSG00000012660	7792	14259	6874	8612	12183	20785	8028	5313	8353	21520	5337	4481	7565	5117	4497	5176	9146
ENSG00000012779	1777	1606	1623	7207	2940	4618	1185	839	4179	1217	1665	2377	472	1997	1138	4892	3223
ENSG00000012817	1	6694	7759	1	5870	1660	2755	1472	4	15	8366	5	297	10933	5427	13	7317
ENSG00000012822	9128	4844	9201	5632	10932	6387	6162	17709	5558	5016	10921	10330	4456	7780	8286	14166	8203
ENSG00000012963	1291	2355	2031	1976	1263	1279	2036	1292	1658	1219	1182	1953	4003	2904	1820	1254	2170
ENSG00000012983	2049	3618	7771	2709	2616	3011	5419	3818	3486	2187	3676	4584	4016	5633	4221	2416	3674
ENSG00000013016	569	890	1125	1350	119	175	608	381	1619	597	1166	2118	514	1700	1271	185	343
ENSG00000013275	4746	13170	4391	3604	3009	5626	4631	3403	3758	5146	2673	2743	7322	3682	3140	3811	5577
ENSG00000013288	2341	7223	2369	5168	2691	4163	1808	2811	1959	4026	1827	4814	2670	4479	3027	4577	6918
ENSG00000013293	8	1	5	2	3	0	6	3	9	2	14	1	3	7	1	3	32
ENSG00000013297	1698	190	3152	4111	322	122	2158	1222	1769	937	3583	288	1375	1622	414	451	15433
ENSG00000013306	8054	7098	5784	4483	5999	4726	4875	4563	4060	10720	2498	4610	7301	3012	3251	6724	5864
ENSG00000013364	11818	19101	9097	11103	18140	19231	6920	14210	6618	11362	6455	9484	2032	6232	10549	21566	19123
ENSG00000013374	4407	6476	4062	5511	3228	5060	3476	3469	2710	3277	3752	3454	4007	4913	3228	6830	7860
ENSG00000013375	4556	4409	4931	2449	3579	4654	4912	3696	2900	4336	3286	4731	1880	4430	3267	2588	3995
ENSG00000013392	1168	488	1037	382	818	620	869	997	700	992	866	1059	449	508	613	1142	1380
ENSG00000013441	13146	9819	10643	5587	10669	8540	7920	7818	7929	6766	10717	10223	4753	8076	8275	16460	13444
ENSG00000013503	1261	998	1248	1583	1661	1405	1628	1152	979	1036	1137	588	1561	1147	721	487	578
ENSG00000013523	1184	3834	1668	1136	1518	1600	2041	1109	2220	1557	1080	1715	2172	1834	1527	1582	1518
ENSG00000013561	5779	2403	3147	3236	3138	2230	2091	2027	2837	3587	2960	2377	3466	1865	1982	1955	3766
ENSG00000013563	719	1146	778	678	753	1058	361	401	516	730	282	742	423	517	864	1330	997
ENSG00000013573	2029	2022	2454	4620	3051	2764	3816	1410	2503	2209	1675	2316	4830	2261	2508	4070	1442
ENSG00000013583	1335	1870	1653	2484	3016	3645	1588	1622	941	3429	1186	2257	849	915	1532	1826	3434
ENSG00000013588	1097	9087	7033	236	9981	15777	9470	4071	7078	5181	2418	221	2280	202	3482	15889	6370
ENSG00000013619	63	2748	281	260	131	320	68	85	441	105	122	810	127	785	674	326	515
ENSG00000013725	330	4211	691	189	72	316	378	248	449	125	274	1136	484	453	261	1890	1837
ENSG00000013810	783	5032	1164	4179	1501	2268	1013	925	1199	2815	1527	971	3748	3409	685	2197	3326
ENSG00000014123	4904	3728	4701	3415	2501	4858	3030	3199	3990	3435	3586	2823	1909	3781	2603	2401	5327
ENSG00000014138	1076	1642	984	1230	1490	2119	1048	1197	818	1724	1072	753	4474	1353	688	1418	1760
ENSG00000014164	2172	1819	844	813	1235	1277	910	779	1030	2177	976	883	1371	2260	1205	2510	1594
ENSG00000014216	7265	13022	7117	5393	8763	9577	5142	8087	4222	8048	4937	5962	5600	5368	7124	6597	9298
ENSG00000014257	109	113	106	637	185	213	181	101	89	98	231	50	205	63	85	175	69
ENSG00000014641	12890	7598	9125	7461	7006	8969	7258	6067	6232	17487	6796	4321	7629	6306	4889	3929	7566
ENSG00000014824	2520	3164	4226	2381	3683	3326	3368	4726	3201	5410	3849	3430	5154	3676	3017	2365	6091
ENSG00000014914	605	311	3445	1981	1328	787	1014	1483	1305	548	975	2275	966	2404	1785	1926	352
ENSG00000014919	3342	2783	1624	2911	4083	2704	1948	2757	3139	3869	1779	1821	1271	1331	1877	1755	3507
ENSG00000015133	1330	6022	2620	1453	533	1897	2172	1372	2805	1071	1084	2126	1018	1914	1318	2605	5181
ENSG00000015153	1134	1125	1096	831	1093	877	1320	708	940	1034	857	833	728	1203	881	824	958
ENSG00000015171	5558	3746	8061	3204	6334	5601	2478	7529	6047	5285	4263	5249	3125	8298	4828	2458	4540
ENSG00000015285	1130	4800	758	1476	1156	1505	531	481	692	722	798	1345	188	856	776	3652	2790
ENSG00000015413	211	143	60	34	4	63	44	14	796	16	391	163	25	201	12	57	31
ENSG00000015475	1630	2831	1187	4430	903	1862	1127	618	2053	2451	1030	1227	1136	838	1051	1356	1780
ENSG00000015479	20761	18872	27414	23640	17046	19867	19444	16011	21140	19512	23502	13607	24350	18443	14001	11364	23576
ENSG00000015520	5	2	29	5	93	30	115	23	21	4	5	15	11	31	11	9	13
ENSG00000015532	3070	3969	2059	3125	1843	2154	969	952	1843	2407	1439	2110	2562	1890	1866	2119	3551
ENSG00000015568	8763	6061	6830	5148	4795	4727	4642	3244	4889	4909	4522	5564	6035	8572	6259	5902	6534
ENSG00000015592	0	4	11	1	4	1	12	3	0	2	6	2	2	4	3	5	0
ENSG00000015676	5334	4969	5588	3254	5265	5542	6404	5775	4389	5265	4796	4075	5556	6172	4874	8004	3443
ENSG00000016082	4	22	74	15	14	27	631	474	16	11	37	108	179	82	32	435	6
ENSG00000016391	231	99	382	71	677	276	1092	767	179	405	420	303	384	684	309	98	151
ENSG00000016402	564	2	1209	259	177	172	70	149	101	174	227	655	115	684	696	26	94
ENSG00000016490	5	2	1	0	4	1	3	1	1	0	2	3	3	1	0	7	1
ENSG00000016602	8	0	2	2	0	0	6	1	2	4	2	2	2	5	5	4	3
ENSG00000016864	2232	3464	5918	4910	4454	3749	4838	3866	3072	2180	3199	6151	1966	3733	4908	4247	3259
ENSG00000017260	9725	8167	10713	11222	11167	17390	20007	8785	8742	11837	9482	4554	14067	6400	5152	4365	12312
ENSG00000017373	181	35	123	20	210	94	130	69	130	513	399	26	169	78	11	128	153
ENSG00000017427	1823	716	9478	604	878	715	4941	3973	4050	7813	8798	18199	1717	6557	14071	793	2179
ENSG00000017483	2127	1799	592	97	1853	431	1710	645	437	60	135	1206	74	572	1281	612	810
ENSG00000017621	745	78	108	33	250	48	168	100	99	84	71	207	105	94	143	228	91
ENSG00000017797	6197	8903	7269	6888	7015	6620	4502	4643	4025	6585	4339	4482	4416	4972	3847	2237	5729
ENSG00000018189	1729	2974	2833	3422	2478	1831	1455	2433	2370	1722	3593	3597	3386	2194	3723	2690	4582
ENSG00000018236	32	7	1237	99	35	15	147	101	124	48	1290	492	977	756	1078	17	184
ENSG00000018280	444	5776	1327	4114	11107	8005	1274	676	2953	693	752	600	1087	1786	404	4386	1207
ENSG00000018408	4004	3583	10579	3244	10174	7851	6099	6078	5049	9478	12559	5144	6921	7631	10703	1093	3890
ENSG00000018510	2735	6582	5172	6629	3634	5315	3430	2401	4434	5010	2699	3840	4379	8299	3830	1605	4827
ENSG00000018607	32	0	2	30	2	11	22	48	18	3	58	0	10	6	9	2	14
ENSG00000018610	729	1231	1099	1052	1010	1169	771	528	877	912	743	687	1098	1197	660	1197	1517
ENSG00000018625	29	4	24	6	4	9	56	21	30	3	238	162	1629	36	13046	15	183
ENSG00000018699	1591	1650	1623	1964	1221	2035	1344	915	1409	1818	984	868	1150	1467	1027	572	3753
ENSG00000018869	161	316	230	140	85	101	119	121	261	64	88	212	411	42	147	302	373
ENSG00000019102	557	37	824	42	78	24	473	516	19	43	53	114	10	11	49	74	135
ENSG00000019144	4723	5541	21136	7855	8720	13588	8251	15682	8018	10171	11159	10918	5396	9345	13163	10587	7584
ENSG00000019169	313	11495	12	6982	3139	12404	655	214	322	895	310	55	124	231	891	3659	831
ENSG00000019186	5	162	36	20	114	476	391	717	105	0	4	0	8	9	9	1	5
ENSG00000019485	256	191	532	337	177	150	268	352	164	303	491	348	197	1011	296	179	394
ENSG00000019505	2	1	170	5	0	0	1	9	137	0	132	0	494	1835	0	1	14
ENSG00000019549	1585	1269	2263	5518	211	310	1239	748	1273	835	3108	2480	1109	13175	3216	308	772
ENSG00000019582	130406	297580	93520	222165	95926	119517	58775	48235	70670	61794	88606	138197	15836	121166	50930	281445	499263
ENSG00000019991	537	923	1197	8381	309	80590	3801	410	1159	910	3735	1034	940	1095	2112	216	1421
ENSG00000019995	2337	2703	4188	1995	3139	1699	2064	2399	3400	2520	2001	2993	2087	5638	3090	1611	5210
ENSG00000020129	4180	2746	1711	2037	2198	1982	1436	1446	1403	2138	1757	2073	2492	2954	2669	1401	3255
ENSG00000020181	1135	4233	5293	5141	1093	962	2291	2363	3782	3953	4949	10044	1102	16612	6917	1031	2230
ENSG00000020219	5	0	5	0	0	3	0	4	1	1	5	0	8	0	1	2	2
ENSG00000020256	1239	1843	1395	2079	1244	1105	1103	1329	1037	846	1246	890	1266	2490	776	840	1616
ENSG00000020426	297	549	746	423	298	360	593	381	508	328	439	397	941	721	693	314	383
ENSG00000020577	963	2889	1603	954	1648	1598	1451	914	1067	542	1369	2846	554	4195	3868	2390	5568
ENSG00000020633	507	8795	399	722	109	728	248	260	389	338	321	650	911	4249	323	1001	1903
ENSG00000020922	1620	1737	1474	1502	1366	1803	1542	1660	691	1531	1055	660	1069	1176	933	1052	1708
ENSG00000021300	568	109	2362	281	3305	619	205	1815	517	455	1397	296	1226	69	215	637	256
ENSG00000021355	4283	6967	4591	3920	11309	8653	2545	3206	2275	3597	2563	3020	2017	2295	4069	4295	6538
ENSG00000021461	26	3	7	13	7	5	20	4	20	0	22	1	36	5	4	17	3
ENSG00000021488	36	6	41	16	53	37	69	50	12	28	50	31	204	11	24	116	104
ENSG00000021574	1617	2111	2323	1851	1529	1669	1419	1894	1886	2182	1768	1496	1956	1920	1540	828	2288
ENSG00000021645	28	415	360	40	309	59	166	545	114	24	84	832	258	160	376	1620	500
ENSG00000021762	1256	2053	2295	1468	1653	804	830	1293	1468	1560	1446	3350	670	2617	2370	1959	3219
ENSG00000021776	2848	4519	4143	2736	2513	4655	2547	1645	3845	3854	2210	1972	5398	2902	2012	1505	3881
ENSG00000021826	165	518	585	1233	66	2656	2157	1698	228	164	143	263	1065	85	525	453	371
ENSG00000021852	0	0	0	0	0	0	17	3	0	0	1	0	1	5	0	1	21
ENSG00000022267	7952	770	2297	4795	11482	6355	7924	3817	1849	1463	7687	7896	6347	14712	43368	20370	23833
ENSG00000022277	3571	5846	4244	4739	4382	5115	3538	3881	3891	3718	3816	3032	3345	4611	3267	3880	6446
ENSG00000022355	667	0	8	0	33	11	11	114	3	7	4	1	28	0	0	0	8
ENSG00000022556	425	13	1241	637	1724	221	52	1250	169	1785	1694	327	19	1121	16	466	67
ENSG00000022567	2397	1532	2964	684	1580	1437	1656	1114	2384	4495	3076	1320	3331	1256	562	1858	1236
ENSG00000022840	15353	10206	9444	10143	8335	12067	9688	7860	6950	13925	6983	6983	7331	7169	9007	8794	6498
ENSG00000022976	669	677	918	804	507	554	939	655	916	495	438	928	2102	943	745	1864	888
ENSG00000023041	3726	3766	3149	2953	3255	2701	2430	2427	2874	3641	1450	2349	2240	3715	1703	2613	3974
ENSG00000023171	3876	10229	321	534	357	638	1675	159	2072	228	2398	566	8443	669	773	535	1167
ENSG00000023191	12212	12797	9842	12332	14168	14481	6273	13310	5521	13888	6503	10175	5854	5343	8310	12228	17297
ENSG00000023228	7867	7182	5579	6493	4846	6004	4610	4470	5078	9690	4645	3059	3303	8578	5201	2438	5083
ENSG00000023287	8139	4017	5950	3412	6397	6029	6031	4506	3916	6518	4801	3287	4752	5912	3413	2112	5833
ENSG00000023318	5750	7019	3030	3019	3858	10339	3160	2536	2937	3944	3405	3478	4472	3086	3016	4722	6751
ENSG00000023330	1339	4665	2041	6053	2806	1954	1353	2027	1575	1844	1403	1478	1178	2568	1655	914	2378
ENSG00000023445	4323	14670	1092	3977	5481	8021	2506	2995	1390	4550	2657	1318	576	813	1708	7169	16003
ENSG00000023516	2486	6260	5798	3178	5112	3868	3814	4100	4444	2987	5057	3374	3074	3797	3046	2131	5039
ENSG00000023572	875	622	372	859	487	602	327	226	305	618	156	244	228	535	400	371	595
ENSG00000023608	279	1478	349	621	958	587	544	1074	693	459	432	423	549	672	550	712	624
ENSG00000023697	714	1178	2056	2898	1824	1792	1921	1267	1384	1941	978	1222	1203	1299	1477	1126	1561
ENSG00000023734	3678	6151	5479	10064	6146	7039	5728	3503	7183	7576	5054	3453	5045	4919	4477	2557	4692
ENSG00000023839	161	87	42	1132	194	82	83	164	203	105	60	99	90	99	106	137	107
ENSG00000023892	1831	4084	1659	1296	976	1271	998	741	886	903	851	2190	489	1885	875	5124	3179
ENSG00000023902	2568	10220	5162	6010	2171	4347	1604	2208	2955	1703	2628	6163	1554	6880	4294	7854	8414
ENSG00000023909	2712	2251	1715	5166	1902	1979	1130	690	1420	1304	748	1178	2207	1320	1172	760	1256
ENSG00000024048	7254	7125	4424	4646	5230	5706	3786	3027	4006	4494	3847	3615	5130	4686	3503	4521	8511
ENSG00000024422	3961	14203	5959	5638	6347	14861	5085	9527	4697	3784	3482	11697	5240	12436	13814	3846	15946
ENSG00000024526	189	2042	726	1607	592	1702	654	256	440	1043	438	151	3261	1410	110	122	509
ENSG00000024862	1149	1244	668	968	946	1098	837	1039	775	1487	825	1082	468	771	703	913	1580
ENSG00000025039	246	1482	523	1740	292	1057	232	249	931	365	229	808	496	1037	1931	298	1369
ENSG00000025156	930	929	1063	1427	867	884	1246	802	1309	794	1213	855	1266	2590	1243	742	1532
ENSG00000025293	2643	5933	4179	3956	2155	4905	2635	2745	4490	3844	2216	2262	2928	3344	3109	2261	5233
ENSG00000025423	7463	41	778	124	6538	904	2597	2594	1120	9210	94	564	115	1595	252	45	302
ENSG00000025434	1250	7784	1158	1905	1223	2267	750	873	795	1349	528	1301	1134	882	1379	2818	5124
ENSG00000025708	6571	19355	7695	7028	6098	12029	1622	2208	3643	5390	2095	7869	2184	7982	4511	13134	23492
ENSG00000025770	2365	3218	1929	1821	1646	1452	1349	931	1673	2487	1231	1868	2025	2479	1381	2392	1865
ENSG00000025772	2481	3368	2176	4905	2388	4300	2346	1783	1786	2049	1499	1199	2306	2312	1295	2623	2149
ENSG00000025796	9189	6034	6875	6739	6503	10338	5375	5704	6199	6663	17376	5074	3885	7453	4431	4530	7468
ENSG00000025800	10244	7257	5665	6621	7214	7677	5102	3574	3045	6210	4253	3428	6734	7564	4006	3053	6574
ENSG00000026025	26309	60632	31027	86333	28847	54328	25210	20079	31618	12703	25071	92522	11075	68691	76201	33671	62260
ENSG00000026036	202	255	200	214	229	138	151	277	147	192	204	230	323	305	137	1081	313
ENSG00000026103	3551	2195	2121	1499	3844	4224	2679	4128	1187	2702	2018	3643	602	2323	3455	3817	3386
ENSG00000026297	2297	4420	1725	1683	3074	3273	1785	1093	2374	1684	1570	2457	709	2515	1241	5437	3394
ENSG00000026508	12393	29942	13867	43068	19786	25192	8009	6160	6578	8988	7839	10209	2907	7739	12336	8818	25272
ENSG00000026559	82	46	252	748	27	19	109	108	652	273	148	67	103	698	27	22	181
ENSG00000026652	417	1045	1670	2861	971	1127	1430	1059	1053	666	2333	1549	879	3071	1653	1168	914
ENSG00000026751	2823	26219	724	378	3144	14649	571	466	642	327	573	3461	121	741	681	10540	8108
ENSG00000026950	11707	12777	6199	6499	6905	7619	2634	5271	3342	5732	5001	6266	2923	6048	3204	12830	21937
ENSG00000027001	1576	594	1173	1251	1402	905	873	1019	708	1193	1878	571	340	563	695	599	585
ENSG00000027075	662	6124	681	893	337	1090	545	509	756	466	844	1461	265	701	1224	1727	3865
ENSG00000027644	47	198	663	5	35	32	69	95	103	46	61	801	52	515	1156	30	5
ENSG00000027697	11423	9422	4427	7154	6763	12146	4577	3185	4523	7308	4503	5338	2026	5955	5028	9795	8254
ENSG00000027847	1880	1873	1965	1611	1600	2401	1120	1803	1527	1831	923	1807	1480	1297	1227	3380	1649
ENSG00000027869	190	5191	214	170	185	405	215	191	153	138	120	363	25	289	208	979	1265
ENSG00000028116	1069	1462	1812	1079	1036	1497	1132	702	917	1226	786	841	887	1381	715	686	2004
ENSG00000028137	2447	18380	3338	5458	6812	6792	1924	1976	4430	4643	3167	4211	986	3959	4524	6038	13273
ENSG00000028203	3182	3380	9250	4079	5378	6525	6910	2847	4080	7643	4802	3548	3391	4334	3518	2463	4128
ENSG00000028277	783	1750	661	589	550	762	509	559	358	566	855	976	123	739	462	1778	1069
ENSG00000028310	3842	4214	3040	3512	2576	2502	2865	2614	2726	2913	3067	2230	3082	5800	2073	5661	2949
ENSG00000028528	9608	9471	8879	8376	10936	8402	10624	8450	7567	12289	8556	6317	9668	10308	6304	12961	10285
ENSG00000028839	736	1064	651	994	540	802	843	549	748	685	817	801	515	1388	606	566	1101
ENSG00000029153	157	2225	1441	3453	236	1091	590	217	554	198	254	832	820	1070	590	490	1267
ENSG00000029363	9880	11744	11034	8953	8021	12191	11484	8531	10423	12112	12681	7814	9228	9969	8425	6606	12541
ENSG00000029364	3348	4667	5614	3076	4058	3707	5458	3423	5881	3690	3509	4360	5483	5396	3599	2330	3788
ENSG00000029534	100	119	31	1188	3	23	9	26	43	19	65	93	187	205	3091	21	170
ENSG00000029559	6	55	65	706	228	128	31	20	2301	2	0	190	5	472	12	423	1
ENSG00000029639	540	495	374	497	352	548	428	328	490	804	265	442	287	338	384	687	546
ENSG00000029725	2538	4183	3959	8181	2718	3478	3318	3182	3040	3271	4695	4214	3265	11245	4570	2812	4432
ENSG00000029993	213	3082	3154	1515	411	1777	1310	979	1804	1447	1155	678	2761	4484	744	586	1283
ENSG00000030066	4664	7052	5867	6267	4849	5503	5064	4303	3776	7498	6819	2888	3446	4118	2830	3225	6943
ENSG00000030110	1548	4711	1435	1384	1013	1525	553	543	1006	991	529	1027	1309	1911	719	860	1846
ENSG00000030304	1005	4	29	8	34	133	11	4	1	455	14	7	7	30	259	11	28
ENSG00000030419	2429	1242	680	587	824	610	774	713	224	272	774	671	239	203	616	594	1599
ENSG00000030582	17232	49318	12197	36077	15289	25284	9433	10412	13360	24075	7112	17080	8424	21140	18151	11367	37276
ENSG00000031003	3048	1685	3887	2011	2205	1845	2601	2442	2029	2770	3671	2382	5130	2192	1357	2322	3486
